"10/12/2018","Expense","Боря","Groceries","мироторг, сыр","133","RUB","133","RUB","None","210 г Брест литовский"
"10/12/2018","Expense","Боря","Eating outside","ужин, пончичная","315","RUB","315","RUB","None",""
"10/15/2018","Expense","Лиза","Eating outside","обед, прайм","189","RUB","189","RUB","None",""
"10/15/2018","Expense","Боря","Eating outside","столовая Сколково, Сколково, обед, бизнес-ланч","250","RUB","250","RUB","None",""
"10/15/2018","Expense","Боря","bills","Щелковская, мгтс","2074","RUB","2074","RUB","None",""
"10/15/2018","Expense","Боря","Groceries","хлебцы, вкусвилл","67","RUB","67","RUB","None",""
"10/15/2018","Expense","Боря","Groceries","Дикси, фрукты, бананы","65","RUB","65","RUB","None",""
"10/15/2018","Expense","Боря","Gifts","деньги","5000","RUB","5000","RUB","None","отель маме и папе"
"10/16/2018","Expense","Лиза","Alcohol","пиво, алкоголь, корнер мак несса","400","RUB","400","RUB","None",""
"10/16/2018","Expense","Боря","Medicine","мезим, 36.6, аптека","92","RUB","92","RUB","None",""
"10/16/2018","Expense","Боря","Transport","Сколково, в Сколково, автобус","33","RUB","33","RUB","None",""
"10/16/2018","Expense","Боря","Eating outside","шаурма, Сколково, обед, Сити лайф","195","RUB","195","RUB","None",""
"10/16/2018","Expense","Боря","Transport","Сколково, из Сколково, автобус","33","RUB","33","RUB","None",""
"10/17/2018","Expense","Боря","Transport","Сколково, в Сколково, автобус","33","RUB","33","RUB","None",""
"10/17/2018","Expense","Боря","Eating outside","Сколково, обед, Сити лайф, бизнес-ланч","300","RUB","300","RUB","None",""
"10/17/2018","Expense","Боря","Transport","Сколково, из Сколково, автобус","33","RUB","33","RUB","None",""
"10/18/2018","Expense","Лиза","Gifts","деньги","5000","RUB","5000","RUB","None",""
"10/18/2018","Expense","Боря","Transport","Сколково, в Сколково, автобус","33","RUB","33","RUB","None",""
"10/18/2018","Expense","Боря","Medicine","эркафарм, Сколково, мезим, аптека","92","RUB","92","RUB","None",""
"10/18/2018","Expense","Боря","Groceries","Сколково, магазин Сколково, булка","128","RUB","128","RUB","None",""
"10/18/2018","Expense","Боря","Eating outside","столовая Сколково, Сколково, обед, бизнес-ланч","250","RUB","250","RUB","None",""
"10/18/2018","Expense","Боря","Transport","Сколково, из Сколково, автобус","33","RUB","33","RUB","None",""
"10/18/2018","Expense","Боря","Eating outside","вода, coffee fix","60","RUB","60","RUB","None",""
"10/18/2018","Expense","Боря","Software","приложения, coin keeper","449","RUB","449","RUB","None",""
"10/19/2018","Expense","Лиза","Groceries","жвачка","36","RUB","36","RUB","None",""
"10/19/2018","Expense","Лиза","Eating outside","прайм","248","RUB","248","RUB","None",""
"10/19/2018","Expense","Лиза","Eating outside","мясо огонь","815","RUB","815","RUB","None",""
"10/19/2018","Expense","Лиза","Groceries","овощи, вкусвилл, авакадо","207","RUB","207","RUB","None","3 шт, 69р за шт"
"10/19/2018","Expense","Боря","Groceries","пюре, вкусвилл","42","RUB","42","RUB","None",""
"10/19/2018","Expense","Боря","Groceries","пюре, вкусвилл","28","RUB","28","RUB","None",""
"10/19/2018","Expense","Боря","Groceries","пюре, вкусвилл","36","RUB","36","RUB","None",""
"10/19/2018","Expense","Боря","Transport","Сколково, в Сколково, автобус","32.92","RUB","32.92","RUB","None",""
"10/19/2018","Expense","Боря","Eating outside","столовая Сколково, Сколково, обед","198.03","RUB","198.03","RUB","None",""
"10/19/2018","Expense","Боря","Eating outside","столовая Сколково, Сколково","124.89","RUB","124.89","RUB","None",""
"10/19/2018","Expense","Боря","Groceries","пюре, вкусвилл","62","RUB","62","RUB","None",""
"10/19/2018","Expense","Боря","Groceries","вкусвилл, йогурт","46","RUB","46","RUB","None",""
"10/19/2018","Expense","Боря","Gifts","Цветы","1439","RUB","1439","RUB","None",""
"10/20/2018","Transfer","Wallet","Лиза","","100","RUB","100","RUB","None",""
"10/20/2018","Expense","Лиза","Eating outside","доктор Живаго, завтрак","5000","RUB","5000","RUB","None",""
"10/20/2018","Expense","Лиза","Household","ключи","1300","RUB","1300","RUB","None",""
"10/20/2018","Expense","Боря","Transport","такси, ситимобил","205","RUB","205","RUB","None",""
"10/20/2018","Expense","Боря","Software","подписка, Google, Google music, приложения","159","RUB","159","RUB","None",""
"10/20/2018","Expense","Боря","Transport","бензин, машина","743.95","RUB","743.95","RUB","None",""
"10/20/2018","Expense","Боря","Eating outside","бургеры, мироторг","497","RUB","497","RUB","None","2 шт"
"10/20/2018","Expense","Боря","Alcohol","мироторг, вино, алкоголь","653","RUB","653","RUB","None",""
"10/20/2018","Expense","Боря","Alcohol","мироторг, пиво, алкоголь","188.9","RUB","188.9","RUB","None",""
"10/20/2018","Expense","Боря","Groceries","перекресток, брокколи","146.27","RUB","146.27","RUB","None",""
"10/20/2018","Expense","Боря","Household","мыло, перекресток","21.9","RUB","21.9","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","мироторг, шашлыки","816","RUB","816","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","Дикси, сладкое, торт","349.9","RUB","349.9","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","Дикси, фрукты, апельсины","29.61","RUB","29.61","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","Дикси, фрукты, яблоки","7.38","RUB","7.38","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","конфеты, Дикси, сладкое","115.36","RUB","115.36","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","Дикси, фрукты, бананы","31.94","RUB","31.94","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","халва, Дикси, сладкое","19.99","RUB","19.99","RUB","None",""
"10/21/2018","Expense","Боря","Groceries","Дикси, мороженое, сладкое","59.9","RUB","59.9","RUB","None",""
"10/21/2018","Expense","Боря","Alcohol","вино, алкоголь","299.9","RUB","299.9","RUB","None",""
"10/21/2018","Expense","Боря","Household","Дикси, пакет","4.99","RUB","4.99","RUB","None",""
"10/22/2018","Expense","Лиза","Eating outside","обед, прайм","214","RUB","214","RUB","None",""
"10/22/2018","Expense","Боря","Eating outside","столовая Сколково, Сколково, обед, бизнес-ланч","250","RUB","250","RUB","None",""
"10/22/2018","Expense","Боря","Transport","Сколково, из Сколково, автобус","32.92","RUB","32.92","RUB","None",""
"10/22/2018","Expense","Боря","Groceries","Дикси, имбирь","62.9","RUB","62.9","RUB","None",""
"10/22/2018","Expense","Боря","Groceries","Дикси, фрукты, бананы","51.8","RUB","51.8","RUB","None",""
"10/22/2018","Expense","Боря","Groceries","Дикси, фрукты, лимон","32.16","RUB","32.16","RUB","None",""
"10/22/2018","Expense","Боря","Groceries","овощи, Дикси, лук","25.65","RUB","25.65","RUB","None",""
"10/23/2018","Expense","Лиза","Eating outside","бар Италия, обед, бизнес-ланч","320","RUB","320","RUB","None",""
"10/23/2018","Expense","Лиза","Groceries","экспресс ритейл, сырок, сладкое","23","RUB","23","RUB","None",""
"10/23/2018","Expense","Лиза","Groceries","конфеты, экспресс ритейл, сладкое","25","RUB","25","RUB","None",""
"10/23/2018","Expense","Лиза","Transport","метро","5190","RUB","5190","RUB","None",""
"10/23/2018","Expense","Боря","Household","скотч, мосхозторг","149","RUB","149","RUB","None",""
"10/23/2018","Expense","Боря","Transport","Сколково, в Сколково, автобус","32.92","RUB","32.92","RUB","None",""
"10/23/2018","Expense","Боря","Eating outside","Сколково, обед, бизнес-ланч, axiom","250","RUB","250","RUB","None",""
"10/23/2018","Expense","Боря","Medicine","splat, 36.6, аптека","193","RUB","193","RUB","None",""
"10/23/2018","Expense","Боря","Groceries","Дикси, сливочное масло","99.99","RUB","99.99","RUB","None",""
"10/23/2018","Expense","Боря","Groceries","хлеб, вкусвилл","62","RUB","62","RUB","None",""
"10/23/2018","Expense","Боря","Groceries","овощи, морковь, вкусвилл","30.24","RUB","30.24","RUB","None",""
"10/24/2018","Expense","Лиза","Beauty","стрижка, 100 услуг","300","RUB","300","RUB","None",""
"10/24/2018","Transfer","Лиза","Wallet","","700","RUB","700","RUB","None",""
"10/24/2018","Expense","Лиза","Household","лампочка","165","RUB","165","RUB","None","2 шт"
"10/24/2018","Expense","Лиза","Eating outside","обед, прайм","189","RUB","189","RUB","None",""
"10/24/2018","Expense","Лиза","Eating outside","братья кароваевы","241","RUB","241","RUB","None",""
"10/24/2018","Expense","Боря","Transport","Сколково, в Сколково, автобус","32.92","RUB","32.92","RUB","None",""
